lookback,hidden_size,num_layers,learning_rate,batch_size,epochs,train_rmse,test_rmse,test_mae,test_r2,training_time,trial_number
48,8,3,0.0071415327009771885,16,50,0.05976485,0.06640894,0.04558012634515762,0.8794472217559814,16719.0289580822,21
12,8,1,0.001,64,50,0.057225224,0.06609937,0.04162862151861191,0.880249559879303,16815.60475921631,22
12,8,1,0.0029447553116147018,64,50,0.057044078,0.06571211,0.042489174753427505,0.881648600101471,16911.568125009537,23
36,8,1,0.001,64,81,0.056449004,0.064151786,0.04226304590702057,0.8874863386154175,17066.610843658447,24
24,8,1,0.001,64,50,0.05820398,0.064662464,0.04239929839968681,0.885530412197113,17164.79056406021,25
24,8,1,0.0016868702667704153,64,50,0.056869563,0.06529382,0.042060595005750656,0.8832841515541077,17261.728576660156,26
36,8,1,0.001,64,50,0.05814607,0.06557359,0.04348282516002655,0.8824437856674194,17359.406682014465,27
12,87,5,0.007132943886650979,40,256,0.23880881,0.20761581,0.174272820353508,-0.1814175844192505,18506.79388165474,28
36,8,1,0.0018245232415221991,64,50,0.05755965,0.06539035,0.04328121617436409,0.8830999135971069,18603.41319155693,29
24,8,1,0.001384256983908878,16,50,0.05666569,0.06714041,0.04206111282110214,0.8765890598297119,18936.494188070297,30
18,8,1,0.001,64,50,0.057688043,0.06566274,0.0437319241464138,0.8819006681442261,19035.154361248016,31
48,158,5,0.037485182098455735,45,65,0.31624886,0.2559898,0.21590839326381683,-0.7913045883178711,19303.21517777443,32
18,8,1,0.0054533235642370914,64,50,0.057304367,0.065608345,0.04219157248735428,0.8820962905883789,19401.39699935913,33
36,8,1,0.0027696953078997673,64,50,0.057251573,0.06306849,0.041305966675281525,0.891254186630249,19497.745193004608,34
48,256,1,0.001,16,64,0.07830226,0.08126537,0.0602058507502079,0.8194758892059326,19947.041204690933,35
24,143,1,0.001,34,50,0.059759915,0.065139376,0.041815824806690216,0.8838356733322144,20114.83893275261,36
12,145,5,0.001,64,201,0.20009038,0.1745825,0.13707001507282257,0.16462022066116333,20696.202149391174,37
36,8,1,0.001,64,210,0.055566277,0.063198745,0.039821673184633255,0.8908045291900635,21099.643412590027,38
36,8,1,0.006388527427526189,64,246,0.05709724,0.0649131,0.04327099770307541,0.8848000764846802,21568.46652150154,39
36,8,4,0.001,64,232,0.054758985,0.062300585,0.04003634676337242,0.8938862085342407,22156.107408046722,40
36,8,1,0.001,64,263,0.055270124,0.063269585,0.04029521346092224,0.8905596137046814,22657.708751916885,41
12,138,1,0.001,64,50,0.05829941,0.067942664,0.04540308564901352,0.8734775185585022,22755.47422337532,42
24,136,2,0.001,22,297,0.058357764,0.069060534,0.046455468982458115,0.869429349899292,24417.76060605049,43
36,8,5,0.0035230975698935215,64,300,0.052506324,0.06488781,0.042184729129076004,0.8848897814750671,25248.146284103394,44
24,123,3,0.001,29,189,0.0614344,0.066878475,0.04584042355418205,0.8775501251220703,26163.554151535034,45
18,148,1,0.004247237109124275,46,78,0.08439674,0.08020169,0.06104342266917229,0.823811948299408,26365.02488899231,46
24,8,3,0.001,64,300,0.053567696,0.064491734,0.04083726182579994,0.8861340284347534,27082.83986568451,47
18,202,1,0.001,16,50,0.068786874,0.07251299,0.054126396775245667,0.8559739589691162,27421.775316476822,48
36,8,4,0.00814661341302277,64,300,0.05569478,0.06646242,0.044486481696367264,0.8792353272438049,28192.961098194122,49
24,8,1,0.001,64,300,0.0550779,0.06379223,0.04083038121461868,0.8885907530784607,28783.34650325775,50
24,256,1,0.001,16,171,0.062287908,0.06557104,0.043149419128894806,0.8822909593582153,29924.229688882828,51
24,256,1,0.001,16,300,0.067229174,0.07525458,0.054005105048418045,0.844957172870636,31944.208380699158,52
